CodEntrega,CodVenta,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Tiempo_Entrega,Costo_Total_Entrega,Entregado_A_Tiempo,Costo_Por_Km,Distancia_Recorrida_Km,CodProveedor,CodRango,CodEstado,CodAlmacen
266,266,2021-01-21,2021-01-25,2021-01-24,3 días,425.96,Si,9.98,42.66,1,1,3,12
267,267,2021-01-21,2021-01-25,2021-01-23,2 días,257.6,Si,17.64,14.6,1,1,4,4
268,268,2021-01-19,2021-01-23,,Pendiente,770.45,Pendiente,7.78,98.99,5,2,1,2
269,269,2021-01-19,2021-01-23,2021-01-26,7 días,442.88,No,9.74,45.48,1,1,3,5
270,270,2021-01-21,2021-01-25,2021-01-27,6 días,601.72,No,7.98,75.43,4,2,3,12
271,271,2021-01-19,2021-01-23,2021-01-21,2 días,368.84,Si,13.99,26.36,2,1,3,8
272,272,2021-01-19,2021-01-23,2021-01-22,3 días,219.44,Si,26.63,8.24,1,1,3,6
273,273,2021-01-20,2021-01-24,2021-01-26,6 días,289.74,No,20.42,14.19,2,1,3,6
274,274,2021-01-20,2021-01-24,2021-01-25,5 días,438.71,No,14.37,30.53,3,1,3,12
275,275,2021-01-20,2021-01-24,,Pendiente,488.63,Pendiente,10.91,44.79,2,1,2,7
276,276,2021-01-21,2021-01-25,,Pendiente,363.88,Pendiente,18.34,19.84,3,1,1,4
277,277,2021-01-20,2021-01-24,2021-01-21,1 días,268.09,Si,24.69,10.86,2,1,3,6
278,278,2021-01-21,2021-01-25,2021-01-25,4 días,389.64,Si,13.18,29.56,2,1,3,9
279,279,2021-01-22,2021-01-26,2021-01-23,1 días,311.64,Si,17.75,17.56,2,1,3,14
280,280,2021-01-22,2021-01-26,2021-01-28,6 días,490.32,No,10.88,45.05,2,1,3,2
281,281,2021-01-20,2021-01-24,2021-01-24,4 días,3514.0,Si,2.78,1262.61,8,3,3,11
282,282,2021-01-22,2021-01-26,2021-01-26,4 días,363.38,Si,14.24,25.52,2,1,3,12
283,283,2021-01-20,2021-01-24,2021-01-27,7 días,285.13,No,33.19,8.59,3,1,3,6
284,284,2021-01-21,2021-01-25,,Pendiente,365.35,Pendiente,18.22,20.05,3,1,1,4
285,285,2021-01-21,2021-01-25,2021-01-25,4 días,318.73,Si,17.09,18.65,2,1,3,3
286,286,2021-01-22,2021-01-26,2021-01-27,5 días,331.47,No,16.08,20.61,2,1,3,6
287,287,2021-01-22,2021-01-26,2021-01-25,3 días,466.43,Si,13.52,34.49,3,1,3,8
288,288,2021-01-23,2021-01-27,2021-01-28,5 días,787.05,No,9.0,87.41,6,2,3,13
289,289,2021-01-23,2021-01-27,2021-01-26,3 días,492.86,Si,10.85,45.44,2,1,3,7
290,290,2021-01-21,2021-01-25,2021-01-28,7 días,294.74,No,14.18,20.79,1,1,3,6
291,291,2021-01-23,2021-01-27,2021-01-24,1 días,1655.2,Si,5.6,295.6,5,2,3,6
292,292,2021-01-23,2021-01-27,,Pendiente,306.05,Pendiente,18.33,16.7,2,1,2,6
293,293,2021-01-22,2021-01-26,2021-01-23,1 días,303.14,Si,13.66,22.19,1,1,3,15
294,294,2021-01-22,2021-01-26,2021-01-27,5 días,289.52,No,14.53,19.92,1,1,3,15
295,295,2021-01-22,2021-01-26,2021-01-25,3 días,498.97,Si,10.76,46.38,2,1,3,13
296,296,2021-01-23,2021-01-27,2021-01-30,7 días,308.72,No,13.35,23.12,1,1,3,15
297,297,2021-01-22,2021-01-26,2021-01-24,2 días,491.98,Si,12.9,38.14,3,1,3,15
298,298,2021-01-21,2021-01-25,2021-01-24,3 días,443.98,Si,11.71,37.92,2,1,3,11
299,299,2021-01-21,2021-01-25,2021-01-22,1 días,277.58,Si,15.48,17.93,1,1,3,2
300,300,2021-01-22,2021-01-26,,Pendiente,388.24,Pendiente,16.65,23.32,3,1,2,15
301,301,2021-01-23,2021-01-27,2021-01-26,3 días,385.16,Si,16.83,22.88,3,1,3,1
302,302,2021-01-21,2021-01-25,,Pendiente,323.96,Pendiente,12.63,25.66,1,1,2,4
303,303,2021-01-23,2021-01-27,2021-01-30,7 días,556.94,No,11.74,47.42,3,1,3,8
304,304,2021-01-22,2021-01-26,,Pendiente,337.56,Pendiente,20.99,16.08,3,1,2,11
305,305,2021-01-22,2021-01-26,2021-01-25,3 días,2940.8,Si,2.51,1170.4,7,3,3,14
306,306,2021-01-23,2021-01-27,2021-01-26,3 días,388.21,Si,13.23,29.34,2,1,4,8
307,307,2021-01-22,2021-01-26,2021-01-27,5 días,263.8,No,25.86,10.2,2,1,3,4
308,308,2021-01-24,2021-01-28,2021-01-27,3 días,516.97,Si,12.39,41.71,3,1,4,6
309,309,2021-01-24,2021-01-28,2021-01-26,2 días,1179.44,Si,5.36,219.86,4,2,3,1
310,310,2021-01-24,2021-01-28,2021-01-30,6 días,369.02,No,11.13,33.17,1,1,3,11
311,311,2021-01-22,2021-01-26,2021-01-28,6 días,210.68,No,31.07,6.78,1,1,3,6
312,312,2021-01-24,2021-01-28,2021-01-29,5 días,1565.96,No,5.68,275.77,5,2,3,1
313,313,2021-01-24,2021-01-28,2021-01-25,1 días,430.2,Si,12.02,35.8,2,1,3,8
314,314,2021-01-24,2021-01-28,2021-01-29,5 días,357.92,No,11.43,31.32,1,1,3,6
315,315,2021-01-24,2021-01-28,,Pendiente,478.82,Pendiente,11.06,43.28,2,1,2,3
316,316,2021-01-23,2021-01-27,2021-01-28,5 días,488.63,No,10.91,44.79,2,1,3,3
317,317,2021-01-24,2021-01-28,2021-01-27,3 días,373.28,Si,11.02,33.88,1,1,3,7
318,318,2021-01-25,2021-01-29,2021-01-29,4 días,272.64,Si,23.58,11.56,2,1,3,3
319,319,2021-01-25,2021-01-29,2021-01-26,1 días,308.37,Si,25.89,11.91,3,1,3,15
320,320,2021-01-24,2021-01-28,2021-01-29,5 días,370.81,No,17.8,20.83,3,1,3,7
321,321,2021-01-24,2021-01-28,2021-01-25,1 días,1594.86,Si,3.72,428.2,8,3,3,3
322,322,2021-01-23,2021-01-27,2021-01-29,6 días,401.66,No,12.79,31.41,2,1,3,9
323,323,2021-01-24,2021-01-28,2021-01-31,7 días,298.99,No,28.29,10.57,3,1,4,1
324,324,2021-01-23,2021-01-27,2021-01-30,7 días,288.44,No,14.61,19.74,1,1,3,3
325,325,2021-01-25,2021-01-29,2021-01-30,5 días,245.24,No,19.56,12.54,1,1,3,2
326,326,2021-01-25,2021-01-29,2021-01-31,6 días,270.11,No,24.18,11.17,2,1,3,4
327,327,2021-01-23,2021-01-27,2021-01-27,4 días,901.86,Si,7.04,128.19,5,2,3,10
328,328,2021-01-23,2021-01-27,2021-01-27,4 días,258.2,Si,17.56,14.7,1,1,3,8
329,329,2021-01-24,2021-01-28,2021-01-25,1 días,467.06,Si,13.51,34.58,3,1,3,15
330,330,2021-01-25,2021-01-29,,Pendiente,433.6,Pendiente,14.55,29.8,3,1,2,9
331,331,2021-01-24,2021-01-28,2021-01-27,3 días,1150.32,Si,5.41,212.58,4,2,4,13
332,332,2021-01-26,2021-01-30,2021-01-29,3 días,519.21,Si,12.35,42.03,3,1,3,7
333,333,2021-01-26,2021-01-30,2021-01-28,2 días,255.02,Si,18.0,14.17,1,1,3,15
334,334,2021-01-24,2021-01-28,2021-01-26,2 días,395.96,Si,10.51,37.66,1,1,3,12
335,335,2021-01-26,2021-01-30,2021-01-29,3 días,312.94,Si,17.62,17.76,2,1,3,12
336,336,2021-01-24,2021-01-28,2021-01-31,7 días,443.72,No,11.71,37.88,2,1,3,12
337,337,2021-01-25,2021-01-29,2021-01-29,4 días,358.98,Si,18.76,19.14,3,1,3,15
338,338,2021-01-24,2021-01-28,2021-01-28,4 días,271.97,Si,40.53,6.71,3,1,3,15
339,339,2021-01-26,2021-01-30,2021-02-02,7 días,265.6,No,45.79,5.8,3,1,3,1
340,340,2021-01-24,2021-01-28,2021-01-30,6 días,248.98,No,31.44,7.92,2,1,3,6
341,341,2021-01-25,2021-01-29,2021-01-26,1 días,490.0,Si,10.89,45.0,2,1,3,3
342,342,2021-01-25,2021-01-29,2021-01-26,1 días,1375.85,Si,6.71,205.17,6,2,3,4
343,343,2021-01-24,2021-01-28,2021-01-30,6 días,376.82,No,10.93,34.47,1,1,3,1
344,344,2021-01-24,2021-01-28,2021-01-25,1 días,2615.44,Si,3.0,871.93,8,3,3,15
345,345,2021-01-24,2021-01-28,2021-01-30,6 días,427.16,No,9.97,42.86,1,1,3,4
346,346,2021-01-26,2021-01-30,2021-01-28,2 días,1123.53,Si,6.33,177.45,5,2,3,9
347,347,2021-01-26,2021-01-30,2021-01-27,1 días,266.01,Si,25.24,10.54,2,1,3,15
348,348,2021-01-26,2021-01-30,2021-01-31,5 días,471.68,No,13.38,35.24,3,1,3,13
349,349,2021-01-26,2021-01-30,2021-01-30,4 días,434.94,Si,11.91,36.53,2,1,4,6
350,350,2021-01-27,2021-01-31,2021-01-28,1 días,932.27,Si,6.91,134.95,5,2,3,1
351,351,2021-01-27,2021-01-31,2021-02-01,5 días,294.26,No,14.21,20.71,1,1,3,1
352,352,2021-01-26,2021-01-30,2021-01-29,3 días,348.76,Si,19.73,17.68,3,1,3,2
353,353,2021-01-27,2021-01-31,2021-02-01,5 días,386.78,No,10.71,36.13,1,1,3,14
354,354,2021-01-25,2021-01-29,2021-02-01,7 días,342.77,No,15.34,22.35,2,1,3,13
355,355,2021-01-26,2021-01-30,,Pendiente,833.36,Pendiente,6.25,133.34,4,2,2,6
356,356,2021-01-27,2021-01-31,2021-02-01,5 días,252.62,No,29.79,8.48,2,1,3,2
357,357,2021-01-26,2021-01-30,,Pendiente,304.82,Pendiente,13.57,22.47,1,1,1,7
358,358,2021-01-26,2021-01-30,2021-02-01,6 días,1258.9,No,6.93,181.78,6,2,3,10
359,359,2021-01-26,2021-01-30,2021-02-01,6 días,1307.68,No,5.19,251.92,4,2,3,9
360,360,2021-01-25,2021-01-29,2021-01-27,2 días,422.12,Si,10.05,42.02,1,1,3,15
361,361,2021-01-26,2021-01-30,,Pendiente,447.74,Pendiente,9.67,46.29,1,1,1,6
362,362,2021-01-27,2021-01-31,2021-02-02,6 días,408.5,No,10.28,39.75,1,1,3,1
363,363,2021-01-27,2021-01-31,2021-01-29,2 días,464.48,Si,9.46,49.08,1,1,3,4
364,364,2021-01-27,2021-01-31,,Pendiente,1213.84,Pendiente,5.31,228.46,4,2,2,2
365,365,2021-01-28,2021-02-01,2021-02-03,6 días,2401.4,No,3.08,778.87,8,3,3,6
366,366,2021-01-28,2021-02-01,2021-01-29,1 días,423.24,Si,14.94,28.32,3,1,3,1
367,367,2021-01-28,2021-02-01,2021-01-30,2 días,307.39,Si,26.12,11.77,3,1,3,15
368,368,2021-01-28,2021-02-01,2021-02-04,7 días,356.74,No,18.96,18.82,3,1,3,3
369,369,2021-01-27,2021-01-31,2021-02-02,6 días,1638.5,No,6.36,257.7,6,2,3,1
370,370,2021-01-27,2021-01-31,2021-02-01,5 días,335.24,No,12.17,27.54,1,1,3,8
371,371,2021-01-28,2021-02-01,2021-02-01,4 días,310.47,Si,17.86,17.38,2,1,3,2
372,372,2021-01-26,2021-01-30,2021-01-28,2 días,271.4,Si,23.87,11.37,2,1,3,1
373,373,2021-01-27,2021-01-31,2021-02-01,5 días,3821.7,No,2.74,1396.39,8,3,3,15
374,374,2021-01-26,2021-01-30,2021-01-27,1 días,1135.0,Si,5.44,208.75,4,2,3,6
375,375,2021-01-27,2021-01-31,2021-02-02,6 días,802.81,No,7.56,106.18,5,2,3,7
376,376,2021-01-28,2021-02-01,2021-01-29,1 días,339.14,Si,12.03,28.19,1,1,4,6
377,377,2021-01-27,2021-01-31,2021-02-01,5 días,396.29,No,16.19,24.47,3,1,3,6
378,378,2021-01-27,2021-01-31,2021-01-30,3 días,489.46,Si,12.96,37.78,3,1,3,12
379,379,2021-01-27,2021-01-31,2021-01-31,4 días,716.64,Si,6.88,104.16,4,2,3,3
380,380,2021-01-29,2021-02-02,2021-02-02,4 días,480.57,Si,11.03,43.55,2,1,3,7
381,381,2021-01-28,2021-02-01,2021-01-29,1 días,1560.4,Si,6.45,242.08,6,2,3,11
382,382,2021-01-28,2021-02-01,2021-02-01,4 días,358.16,Si,11.42,31.36,1,1,3,15
383,383,2021-01-27,2021-01-31,2021-01-30,3 días,297.08,Si,14.03,21.18,1,1,3,4
384,384,2021-01-29,2021-02-02,2021-02-02,4 días,372.15,Si,13.85,26.87,2,1,3,14
385,385,2021-01-27,2021-01-31,2021-01-28,1 días,331.07,Si,16.11,20.55,2,1,4,1
386,386,2021-01-28,2021-02-01,2021-02-03,6 días,521.31,No,12.32,42.33,3,1,3,3
387,387,2021-01-28,2021-02-01,2021-01-29,1 días,426.74,Si,14.81,28.82,3,1,3,15
388,388,2021-01-29,2021-02-02,2021-02-04,6 días,249.02,No,18.91,13.17,1,1,3,6
389,389,2021-01-27,2021-01-31,2021-02-01,5 días,1516.15,No,5.73,264.7,5,2,3,9
390,390,2021-01-29,2021-02-02,2021-02-01,3 días,248.9,Si,18.93,13.15,1,1,3,3
391,391,2021-01-29,2021-02-02,2021-01-30,1 días,3166.36,Si,2.85,1111.46,8,3,4,8
392,392,2021-01-27,2021-01-31,2021-01-29,2 días,440.25,Si,14.32,30.75,3,1,3,3
393,393,2021-01-29,2021-02-02,2021-02-05,7 días,396.62,No,10.5,37.77,1,1,3,6
394,394,2021-01-28,2021-02-01,2021-01-31,3 días,1237.55,Si,6.97,177.51,6,2,3,12
395,395,2021-01-27,2021-01-31,2021-01-30,3 días,450.26,Si,9.64,46.71,1,1,3,10
396,396,2021-01-27,2021-01-31,2021-02-01,5 días,271.48,No,40.89,6.64,3,1,3,1
397,397,2021-01-30,2021-02-03,2021-02-05,6 días,272.64,No,23.58,11.56,2,1,3,3
398,398,2021-01-30,2021-02-03,2021-02-03,4 días,519.38,Si,10.49,49.52,2,1,3,9
399,399,2021-01-29,2021-02-02,2021-01-31,2 días,1056.34,Si,6.5,162.52,5,2,3,1
400,400,2021-01-28,2021-02-01,2021-01-31,3 días,276.8,Si,22.69,12.2,2,1,3,11
401,401,2021-01-29,2021-02-02,2021-01-31,2 días,297.21,Si,19.37,15.34,2,1,3,14
402,402,2021-01-28,2021-02-01,2021-01-30,2 días,574.65,Si,11.5,49.95,3,1,3,1
403,403,2021-01-28,2021-02-01,2021-02-02,5 días,329.97,No,16.19,20.38,2,1,3,1
404,404,2021-01-29,2021-02-02,2021-02-01,3 días,465.69,Si,11.29,41.26,2,1,3,14
405,405,2021-01-28,2021-02-01,,Pendiente,305.4,Pendiente,18.4,16.6,2,1,1,6
406,406,2021-01-28,2021-02-01,2021-01-31,3 días,294.81,Si,19.69,14.97,2,1,3,11
407,407,2021-01-28,2021-02-01,,Pendiente,272.67,Pendiente,40.04,6.81,3,1,1,14
408,408,2021-01-29,2021-02-02,2021-01-31,2 días,506.44,Si,10.66,47.53,2,1,3,2
409,409,2021-01-30,2021-02-03,2021-02-03,4 días,407.49,Si,15.63,26.07,3,1,3,15
410,410,2021-01-28,2021-02-01,2021-02-02,5 días,678.1,No,10.33,65.62,6,2,3,14
411,411,2021-01-29,2021-02-02,2021-02-05,7 días,453.27,No,13.9,32.61,3,1,3,12
412,412,2021-01-28,2021-02-01,2021-01-31,3 días,372.0,Si,17.71,21.0,3,1,3,2
413,413,2021-01-28,2021-02-01,2021-01-30,2 días,355.34,Si,19.08,18.62,3,1,3,14
414,414,2021-01-28,2021-02-01,2021-01-30,2 días,342.32,Si,20.42,16.76,3,1,3,7
415,415,2021-01-29,2021-02-02,,Pendiente,1650.25,Pendiente,6.35,260.05,6,2,1,1
416,416,2021-01-28,2021-02-01,2021-02-01,4 días,227.6,Si,23.71,9.6,1,1,3,11
417,417,2021-01-30,2021-02-03,2021-02-01,2 días,1478.75,Si,6.55,225.75,6,2,3,11
418,418,2021-01-31,2021-02-04,2021-02-04,4 días,3794.05,Si,2.74,1384.37,8,3,3,3
419,419,2021-01-29,2021-02-02,2021-01-31,2 días,536.71,Si,12.05,44.53,3,1,3,7
420,420,2021-01-29,2021-02-02,2021-02-02,4 días,347.01,Si,19.91,17.43,3,1,3,1
421,421,2021-01-30,2021-02-03,2021-02-02,3 días,324.38,Si,16.62,19.52,2,1,4,1
422,422,2021-01-29,2021-02-02,2021-02-02,4 días,1090.05,Si,7.36,148.01,6,2,3,3
423,423,2021-01-30,2021-02-03,2021-02-03,4 días,521.8,Si,12.31,42.4,3,1,3,4
424,424,2021-02-01,2021-02-05,2021-02-07,6 días,428.77,No,14.73,29.11,3,1,3,6
425,425,2021-02-01,2021-02-05,2021-02-04,3 días,258.4,Si,27.58,9.37,2,1,3,8
426,426,2021-02-01,2021-02-05,2021-02-06,5 días,600.67,No,9.81,61.26,5,2,3,8
427,427,2021-01-31,2021-02-04,2021-02-04,4 días,1552.98,Si,3.79,409.99,8,3,3,2
428,428,2021-02-01,2021-02-05,2021-02-02,1 días,3582.11,Si,2.77,1292.22,8,3,3,1
429,429,2021-01-31,2021-02-04,2021-02-07,7 días,309.56,No,25.63,12.08,3,1,3,12
430,430,2021-01-30,2021-02-03,2021-02-06,7 días,287.33,No,20.79,13.82,2,1,4,6
431,431,2021-01-30,2021-02-03,2021-02-05,6 días,264.2,No,47.18,5.6,3,1,3,1
432,432,2021-01-31,2021-02-04,,Pendiente,564.64,Pendiente,11.64,48.52,3,1,2,10
433,433,2021-02-01,2021-02-05,2021-02-07,6 días,421.7,No,10.05,41.95,1,1,3,6
434,434,2021-01-31,2021-02-04,2021-02-02,2 días,363.39,Si,18.38,19.77,3,1,3,7
435,435,2021-02-01,2021-02-05,2021-02-03,2 días,527.4,Si,9.28,56.85,4,2,4,15
436,436,2021-02-02,2021-02-06,,Pendiente,338.12,Pendiente,12.07,28.02,1,1,2,4
437,437,2021-02-02,2021-02-06,,Pendiente,292.99,Pendiente,19.94,14.69,2,1,2,14
438,438,2021-02-02,2021-02-06,2021-02-06,4 días,294.42,Si,19.75,14.91,2,1,3,1
439,439,2021-02-01,2021-02-05,2021-02-03,2 días,415.05,Si,15.29,27.15,3,1,3,8
440,440,2021-01-31,2021-02-04,2021-02-07,7 días,208.64,No,32.4,6.44,1,1,3,1
441,441,2021-01-31,2021-02-04,2021-02-03,3 días,315.56,Si,13.01,24.26,1,1,3,14
442,442,2021-01-31,2021-02-04,2021-02-06,6 días,270.64,No,41.51,6.52,3,1,3,8
443,443,2021-02-02,2021-02-06,2021-02-06,4 días,1535.37,Si,5.71,268.97,5,2,4,8
444,444,2021-02-01,2021-02-05,2021-02-08,7 días,353.59,No,19.25,18.37,3,1,3,12
445,445,2021-02-02,2021-02-06,2021-02-03,1 días,276.1,Si,37.82,7.3,3,1,3,3
446,446,2021-02-01,2021-02-05,2021-02-05,4 días,434.23,Si,11.92,36.42,2,1,3,11
447,447,2021-01-31,2021-02-04,,Pendiente,416.36,Pendiente,10.14,41.06,1,1,2,13
448,448,2021-01-31,2021-02-04,2021-02-02,2 días,277.22,Si,15.51,17.87,1,1,3,4
449,449,2021-02-02,2021-02-06,2021-02-08,6 días,529.15,No,12.18,43.45,3,1,3,4
450,450,2021-02-02,2021-02-06,2021-02-05,3 días,341.42,Si,11.95,28.57,1,1,3,11
451,451,2021-02-01,2021-02-05,2021-02-02,1 días,1016.95,Si,7.62,133.39,6,2,3,6
452,452,2021-02-01,2021-02-05,2021-02-07,6 días,332.17,No,21.7,15.31,3,1,3,15
453,453,2021-02-03,2021-02-07,2021-02-08,5 días,306.97,No,26.21,11.71,3,1,3,11
454,454,2021-02-02,2021-02-06,2021-02-04,2 días,328.87,Si,16.27,20.21,2,1,3,1
455,455,2021-02-03,2021-02-07,2021-02-08,5 días,348.41,No,19.76,17.63,3,1,3,13
456,456,2021-02-01,2021-02-05,2021-02-07,6 días,391.6,No,16.45,23.8,3,1,3,3
457,457,2021-02-03,2021-02-07,2021-02-08,5 días,353.38,No,19.27,18.34,3,1,3,8
458,458,2021-02-02,2021-02-06,2021-02-07,5 días,495.98,No,10.8,45.92,2,1,3,7
459,459,2021-02-02,2021-02-06,,Pendiente,506.06,Pendiente,10.66,47.47,2,1,2,7
460,460,2021-02-03,2021-02-07,2021-02-08,5 días,241.58,No,20.25,11.93,1,1,3,7
461,461,2021-02-01,2021-02-05,2021-02-08,7 días,380.61,No,17.12,22.23,3,1,3,6
462,462,2021-02-03,2021-02-07,2021-02-05,2 días,335.95,Si,21.2,15.85,3,1,3,2
463,463,2021-02-02,2021-02-06,2021-02-08,6 días,235.52,No,21.57,10.92,1,1,3,6
464,464,2021-02-03,2021-02-07,2021-02-07,4 días,470.0,Si,13.43,35.0,3,1,3,6
465,465,2021-02-04,2021-02-08,2021-02-10,6 días,489.04,No,12.97,37.72,3,1,3,11
466,466,2021-02-03,2021-02-07,2021-02-08,5 días,265.17,No,25.47,10.41,2,1,3,4
467,467,2021-02-04,2021-02-08,2021-02-09,5 días,283.1,No,34.11,8.3,3,1,3,4
468,468,2021-02-02,2021-02-06,2021-02-07,5 días,260.7,No,51.12,5.1,3,1,3,15
469,469,2021-02-02,2021-02-06,2021-02-04,2 días,354.36,Si,19.18,18.48,3,1,3,6
470,470,2021-02-04,2021-02-08,2021-02-06,2 días,328.87,Si,16.27,20.21,2,1,3,12
471,471,2021-02-02,2021-02-06,2021-02-07,5 días,434.43,No,11.92,36.45,2,1,3,6
472,472,2021-02-04,2021-02-08,2021-02-06,2 días,505.84,Si,12.61,40.12,3,1,3,11
473,473,2021-02-03,2021-02-07,2021-02-06,3 días,3207.62,Si,2.84,1129.4,8,3,3,2
474,474,2021-02-04,2021-02-08,2021-02-06,2 días,503.91,Si,10.69,47.14,2,1,4,1
475,475,2021-02-03,2021-02-07,2021-02-10,7 días,2091.92,No,2.8,745.96,7,3,3,1
476,476,2021-02-04,2021-02-08,2021-02-11,7 días,507.75,No,10.64,47.73,2,1,3,1
477,477,2021-02-04,2021-02-08,2021-02-05,1 días,300.07,Si,19.02,15.78,2,1,3,15
478,478,2021-02-04,2021-02-08,2021-02-07,3 días,370.11,Si,17.85,20.73,3,1,4,1
479,479,2021-02-04,2021-02-08,2021-02-05,1 días,458.61,Si,11.42,40.17,2,1,3,15
480,480,2021-02-03,2021-02-07,2021-02-08,5 días,2132.37,No,3.22,661.9,8,3,3,6
481,481,2021-02-03,2021-02-07,2021-02-10,7 días,1216.48,No,5.31,229.12,4,2,3,7
482,482,2021-02-05,2021-02-09,2021-02-08,3 días,267.0,Si,44.5,6.0,3,1,3,12
483,483,2021-02-05,2021-02-09,2021-02-08,3 días,393.44,Si,10.56,37.24,1,1,3,13
484,484,2021-02-04,2021-02-08,2021-02-05,1 días,392.23,Si,16.42,23.89,3,1,3,8
485,485,2021-02-03,2021-02-07,,Pendiente,452.08,Pendiente,13.94,32.44,3,1,1,3
486,486,2021-02-05,2021-02-09,2021-02-10,5 días,1427.77,No,5.83,245.06,5,2,3,11
487,487,2021-02-03,2021-02-07,2021-02-08,5 días,327.62,No,22.35,14.66,3,1,3,14
488,488,2021-02-05,2021-02-09,2021-02-12,7 días,271.14,No,23.93,11.33,2,1,3,11
489,489,2021-02-03,2021-02-07,2021-02-10,7 días,329.66,No,12.39,26.61,1,1,3,6
490,490,2021-02-03,2021-02-07,2021-02-08,5 días,284.06,No,14.94,19.01,1,1,3,8
491,491,2021-02-04,2021-02-08,2021-02-10,6 días,437.17,No,14.42,30.31,3,1,3,6
492,492,2021-02-04,2021-02-08,2021-02-08,4 días,239.94,Si,36.74,6.53,2,1,3,4
493,493,2021-02-06,2021-02-10,2021-02-07,1 días,463.35,Si,13.61,34.05,3,1,3,3
494,494,2021-02-04,2021-02-08,2021-02-08,4 días,243.98,Si,19.79,12.33,1,1,3,7
495,495,2021-02-05,2021-02-09,2021-02-07,2 días,303.33,Si,27.11,11.19,3,1,3,12
496,496,2021-02-04,2021-02-08,2021-02-09,5 días,1656.64,No,5.6,295.92,5,2,3,13
497,497,2021-02-06,2021-02-10,2021-02-11,5 días,309.43,No,17.97,17.22,2,1,3,12
498,498,2021-02-06,2021-02-10,2021-02-08,2 días,313.82,Si,13.09,23.97,1,1,3,4
499,499,2021-02-05,2021-02-09,2021-02-07,2 días,400.04,Si,10.43,38.34,1,1,3,2
500,500,2021-02-05,2021-02-09,2021-02-12,7 días,319.36,No,23.69,13.48,3,1,3,4
501,501,2021-02-05,2021-02-09,,Pendiente,221.36,Pendiente,25.86,8.56,1,1,2,6
502,502,2021-02-06,2021-02-10,,Pendiente,412.76,Pendiente,10.2,40.46,1,1,1,10
503,503,2021-02-06,2021-02-10,2021-02-10,4 días,459.97,Si,11.39,40.38,2,1,3,7
504,504,2021-02-04,2021-02-08,2021-02-11,7 días,285.62,No,32.98,8.66,3,1,3,11
505,505,2021-02-07,2021-02-11,2021-02-12,5 días,457.46,No,9.55,47.91,1,1,4,8
506,506,2021-02-07,2021-02-11,2021-02-13,6 días,390.9,No,16.49,23.7,3,1,3,6
507,507,2021-02-07,2021-02-11,2021-02-09,2 días,516.69,Si,12.4,41.67,3,1,3,11
508,508,2021-02-05,2021-02-09,2021-02-12,7 días,260.62,No,26.84,9.71,2,1,3,12
509,509,2021-02-05,2021-02-09,2021-02-07,2 días,923.37,Si,6.94,132.97,5,2,3,6
510,510,2021-02-07,2021-02-11,2021-02-13,6 días,847.95,No,8.51,99.59,6,2,3,1
511,511,2021-02-07,2021-02-11,2021-02-11,4 días,260.42,Si,51.47,5.06,3,1,3,15
512,512,2021-02-07,2021-02-11,,Pendiente,239.29,Pendiente,37.21,6.43,2,1,1,1
513,513,2021-02-06,2021-02-10,2021-02-10,4 días,381.45,Si,17.07,22.35,3,1,3,6
514,514,2021-02-07,2021-02-11,2021-02-08,1 días,1335.72,Si,5.16,258.93,4,2,3,13
515,515,2021-02-05,2021-02-09,2021-02-12,7 días,379.83,No,13.54,28.05,2,1,3,15
516,516,2021-02-06,2021-02-10,2021-02-10,4 días,285.44,Si,14.84,19.24,1,1,3,14
517,517,2021-02-07,2021-02-11,2021-02-10,3 días,457.56,Si,11.44,40.01,2,1,3,2
518,518,2021-02-05,2021-02-09,2021-02-12,7 días,2392.61,No,3.09,775.05,8,3,3,4
519,519,2021-02-07,2021-02-11,2021-02-09,2 días,362.6,Si,11.3,32.1,1,1,3,5
520,520,2021-02-05,2021-02-09,2021-02-08,3 días,407.06,Si,10.3,39.51,1,1,3,6
521,521,2021-02-07,2021-02-11,2021-02-13,6 días,435.28,No,14.49,30.04,3,1,3,13
522,522,2021-02-07,2021-02-11,2021-02-08,1 días,618.44,Si,7.77,79.61,4,2,3,1
523,523,2021-02-07,2021-02-11,2021-02-11,4 días,372.81,Si,13.82,26.97,2,1,3,14
524,524,2021-02-06,2021-02-10,2021-02-09,3 días,1736.75,Si,6.26,277.35,6,2,3,11
525,525,2021-02-06,2021-02-10,2021-02-07,1 días,523.83,Si,12.27,42.69,3,1,3,8
526,526,2021-02-06,2021-02-10,2021-02-08,2 días,359.09,Si,14.44,24.86,2,1,3,11
527,527,2021-02-07,2021-02-11,2021-02-11,4 días,391.95,Si,16.43,23.85,3,1,3,8
528,528,2021-02-08,2021-02-12,2021-02-10,2 días,662.23,Si,8.84,74.94,5,2,3,14
529,529,2021-02-07,2021-02-11,2021-02-11,4 días,424.99,Si,14.88,28.57,3,1,3,6
530,530,2021-02-07,2021-02-11,2021-02-11,4 días,238.76,Si,20.83,11.46,1,1,3,6
531,531,2021-02-08,2021-02-12,2021-02-14,6 días,1246.55,No,6.95,179.31,6,2,3,15
532,532,2021-02-08,2021-02-12,2021-02-14,6 días,365.96,No,11.21,32.66,1,1,3,4
533,533,2021-02-06,2021-02-10,2021-02-10,4 días,894.1,Si,8.22,108.82,6,2,3,13
