VentaSK,SK_Proveedor,SK_RangoDistancia,SK_EstadoPedido,SK_Almacen,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Distancia_Km,Costo_Total,Costo_Por_Km,Tiempo_Entrega_Dias,Entregado_A_Tiempo
290,1,1,3,6,2021-01-21,2021-01-25,2021-01-28,20.79,294.74,14.18,7,No
291,5,2,3,6,2021-01-23,2021-01-27,2021-01-24,295.6,1655.2,5.6,1,Si
292,2,1,2,6,2021-01-23,2021-01-27,,16.7,306.05,18.33,0,Pendiente
293,1,1,3,15,2021-01-22,2021-01-26,2021-01-23,22.19,303.14,13.66,1,Si
294,1,1,3,15,2021-01-22,2021-01-26,2021-01-27,19.92,289.52,14.53,5,No
295,2,1,3,13,2021-01-22,2021-01-26,2021-01-25,46.38,498.97,10.76,3,Si
296,1,1,3,15,2021-01-23,2021-01-27,2021-01-30,23.12,308.72,13.35,7,No
297,3,1,3,15,2021-01-22,2021-01-26,2021-01-24,38.14,491.98,12.9,2,Si
298,2,1,3,11,2021-01-21,2021-01-25,2021-01-24,37.92,443.98,11.71,3,Si
299,1,1,3,2,2021-01-21,2021-01-25,2021-01-22,17.93,277.58,15.48,1,Si
300,3,1,2,15,2021-01-22,2021-01-26,,23.32,388.24,16.65,0,Pendiente
301,3,1,3,1,2021-01-23,2021-01-27,2021-01-26,22.88,385.16,16.83,3,Si
302,1,1,2,4,2021-01-21,2021-01-25,,25.66,323.96,12.63,0,Pendiente
303,3,1,3,8,2021-01-23,2021-01-27,2021-01-30,47.42,556.94,11.74,7,No
304,3,1,2,11,2021-01-22,2021-01-26,,16.08,337.56,20.99,0,Pendiente
305,7,3,3,14,2021-01-22,2021-01-26,2021-01-25,1170.4,2940.8,2.51,3,Si
306,2,1,4,8,2021-01-23,2021-01-27,2021-01-26,29.34,388.21,13.23,3,Si
307,2,1,3,4,2021-01-22,2021-01-26,2021-01-27,10.2,263.8,25.86,5,No
308,3,1,4,6,2021-01-24,2021-01-28,2021-01-27,41.71,516.97,12.39,3,Si
309,4,2,3,1,2021-01-24,2021-01-28,2021-01-26,219.86,1179.44,5.36,2,Si
310,1,1,3,11,2021-01-24,2021-01-28,2021-01-30,33.17,369.02,11.13,6,No
311,1,1,3,6,2021-01-22,2021-01-26,2021-01-28,6.78,210.68,31.07,6,No
312,5,2,3,1,2021-01-24,2021-01-28,2021-01-29,275.77,1565.96,5.68,5,No
313,2,1,3,8,2021-01-24,2021-01-28,2021-01-25,35.8,430.2,12.02,1,Si
314,1,1,3,6,2021-01-24,2021-01-28,2021-01-29,31.32,357.92,11.43,5,No
315,2,1,2,3,2021-01-24,2021-01-28,,43.28,478.82,11.06,0,Pendiente
316,2,1,3,3,2021-01-23,2021-01-27,2021-01-28,44.79,488.63,10.91,5,No
317,1,1,3,7,2021-01-24,2021-01-28,2021-01-27,33.88,373.28,11.02,3,Si
318,2,1,3,3,2021-01-25,2021-01-29,2021-01-29,11.56,272.64,23.58,4,Si
319,3,1,3,15,2021-01-25,2021-01-29,2021-01-26,11.91,308.37,25.89,1,Si
320,3,1,3,7,2021-01-24,2021-01-28,2021-01-29,20.83,370.81,17.8,5,No
321,8,3,3,3,2021-01-24,2021-01-28,2021-01-25,428.2,1594.86,3.72,1,Si
322,2,1,3,9,2021-01-23,2021-01-27,2021-01-29,31.41,401.66,12.79,6,No
323,3,1,4,1,2021-01-24,2021-01-28,2021-01-31,10.57,298.99,28.29,7,No
324,1,1,3,3,2021-01-23,2021-01-27,2021-01-30,19.74,288.44,14.61,7,No
325,1,1,3,2,2021-01-25,2021-01-29,2021-01-30,12.54,245.24,19.56,5,No
326,2,1,3,4,2021-01-25,2021-01-29,2021-01-31,11.17,270.11,24.18,6,No
327,5,2,3,10,2021-01-23,2021-01-27,2021-01-27,128.19,901.86,7.04,4,Si
328,1,1,3,8,2021-01-23,2021-01-27,2021-01-27,14.7,258.2,17.56,4,Si
329,3,1,3,15,2021-01-24,2021-01-28,2021-01-25,34.58,467.06,13.51,1,Si
330,3,1,2,9,2021-01-25,2021-01-29,,29.8,433.6,14.55,0,Pendiente
331,4,2,4,13,2021-01-24,2021-01-28,2021-01-27,212.58,1150.32,5.41,3,Si
332,3,1,3,7,2021-01-26,2021-01-30,2021-01-29,42.03,519.21,12.35,3,Si
333,1,1,3,15,2021-01-26,2021-01-30,2021-01-28,14.17,255.02,18.0,2,Si
334,1,1,3,12,2021-01-24,2021-01-28,2021-01-26,37.66,395.96,10.51,2,Si
335,2,1,3,12,2021-01-26,2021-01-30,2021-01-29,17.76,312.94,17.62,3,Si
336,2,1,3,12,2021-01-24,2021-01-28,2021-01-31,37.88,443.72,11.71,7,No
337,3,1,3,15,2021-01-25,2021-01-29,2021-01-29,19.14,358.98,18.76,4,Si
338,3,1,3,15,2021-01-24,2021-01-28,2021-01-28,6.71,271.97,40.53,4,Si
339,3,1,3,1,2021-01-26,2021-01-30,2021-02-02,5.8,265.6,45.79,7,No
340,2,1,3,6,2021-01-24,2021-01-28,2021-01-30,7.92,248.98,31.44,6,No
341,2,1,3,3,2021-01-25,2021-01-29,2021-01-26,45.0,490.0,10.89,1,Si
342,6,2,3,4,2021-01-25,2021-01-29,2021-01-26,205.17,1375.85,6.71,1,Si
343,1,1,3,1,2021-01-24,2021-01-28,2021-01-30,34.47,376.82,10.93,6,No
344,8,3,3,15,2021-01-24,2021-01-28,2021-01-25,871.93,2615.44,3.0,1,Si
345,1,1,3,4,2021-01-24,2021-01-28,2021-01-30,42.86,427.16,9.97,6,No
346,5,2,3,9,2021-01-26,2021-01-30,2021-01-28,177.45,1123.53,6.33,2,Si
347,2,1,3,15,2021-01-26,2021-01-30,2021-01-27,10.54,266.01,25.24,1,Si
348,3,1,3,13,2021-01-26,2021-01-30,2021-01-31,35.24,471.68,13.38,5,No
349,2,1,4,6,2021-01-26,2021-01-30,2021-01-30,36.53,434.94,11.91,4,Si
350,5,2,3,1,2021-01-27,2021-01-31,2021-01-28,134.95,932.27,6.91,1,Si
351,1,1,3,1,2021-01-27,2021-01-31,2021-02-01,20.71,294.26,14.21,5,No
352,3,1,3,2,2021-01-26,2021-01-30,2021-01-29,17.68,348.76,19.73,3,Si
353,1,1,3,14,2021-01-27,2021-01-31,2021-02-01,36.13,386.78,10.71,5,No
354,2,1,3,13,2021-01-25,2021-01-29,2021-02-01,22.35,342.77,15.34,7,No
355,4,2,2,6,2021-01-26,2021-01-30,,133.34,833.36,6.25,0,Pendiente
356,2,1,3,2,2021-01-27,2021-01-31,2021-02-01,8.48,252.62,29.79,5,No
357,1,1,1,7,2021-01-26,2021-01-30,,22.47,304.82,13.57,0,Pendiente
358,6,2,3,10,2021-01-26,2021-01-30,2021-02-01,181.78,1258.9,6.93,6,No
359,4,2,3,9,2021-01-26,2021-01-30,2021-02-01,251.92,1307.68,5.19,6,No
360,1,1,3,15,2021-01-25,2021-01-29,2021-01-27,42.02,422.12,10.05,2,Si
361,1,1,1,6,2021-01-26,2021-01-30,,46.29,447.74,9.67,0,Pendiente
362,1,1,3,1,2021-01-27,2021-01-31,2021-02-02,39.75,408.5,10.28,6,No
363,1,1,3,4,2021-01-27,2021-01-31,2021-01-29,49.08,464.48,9.46,2,Si
364,4,2,2,2,2021-01-27,2021-01-31,,228.46,1213.84,5.31,0,Pendiente
365,8,3,3,6,2021-01-28,2021-02-01,2021-02-03,778.87,2401.4,3.08,6,No
366,3,1,3,1,2021-01-28,2021-02-01,2021-01-29,28.32,423.24,14.94,1,Si
367,3,1,3,15,2021-01-28,2021-02-01,2021-01-30,11.77,307.39,26.12,2,Si
368,3,1,3,3,2021-01-28,2021-02-01,2021-02-04,18.82,356.74,18.96,7,No
369,6,2,3,1,2021-01-27,2021-01-31,2021-02-02,257.7,1638.5,6.36,6,No
370,1,1,3,8,2021-01-27,2021-01-31,2021-02-01,27.54,335.24,12.17,5,No
371,2,1,3,2,2021-01-28,2021-02-01,2021-02-01,17.38,310.47,17.86,4,Si
372,2,1,3,1,2021-01-26,2021-01-30,2021-01-28,11.37,271.4,23.87,2,Si
373,8,3,3,15,2021-01-27,2021-01-31,2021-02-01,1396.39,3821.7,2.74,5,No
374,4,2,3,6,2021-01-26,2021-01-30,2021-01-27,208.75,1135.0,5.44,1,Si
375,5,2,3,7,2021-01-27,2021-01-31,2021-02-02,106.18,802.81,7.56,6,No
376,1,1,4,6,2021-01-28,2021-02-01,2021-01-29,28.19,339.14,12.03,1,Si
377,3,1,3,6,2021-01-27,2021-01-31,2021-02-01,24.47,396.29,16.19,5,No
378,3,1,3,12,2021-01-27,2021-01-31,2021-01-30,37.78,489.46,12.96,3,Si
379,4,2,3,3,2021-01-27,2021-01-31,2021-01-31,104.16,716.64,6.88,4,Si
380,2,1,3,7,2021-01-29,2021-02-02,2021-02-02,43.55,480.57,11.03,4,Si
381,6,2,3,11,2021-01-28,2021-02-01,2021-01-29,242.08,1560.4,6.45,1,Si
382,1,1,3,15,2021-01-28,2021-02-01,2021-02-01,31.36,358.16,11.42,4,Si
383,1,1,3,4,2021-01-27,2021-01-31,2021-01-30,21.18,297.08,14.03,3,Si
384,2,1,3,14,2021-01-29,2021-02-02,2021-02-02,26.87,372.15,13.85,4,Si
385,2,1,4,1,2021-01-27,2021-01-31,2021-01-28,20.55,331.07,16.11,1,Si
386,3,1,3,3,2021-01-28,2021-02-01,2021-02-03,42.33,521.31,12.32,6,No
387,3,1,3,15,2021-01-28,2021-02-01,2021-01-29,28.82,426.74,14.81,1,Si
388,1,1,3,6,2021-01-29,2021-02-02,2021-02-04,13.17,249.02,18.91,6,No
389,5,2,3,9,2021-01-27,2021-01-31,2021-02-01,264.7,1516.15,5.73,5,No
390,1,1,3,3,2021-01-29,2021-02-02,2021-02-01,13.15,248.9,18.93,3,Si
391,8,3,4,8,2021-01-29,2021-02-02,2021-01-30,1111.46,3166.36,2.85,1,Si
392,3,1,3,3,2021-01-27,2021-01-31,2021-01-29,30.75,440.25,14.32,2,Si
393,1,1,3,6,2021-01-29,2021-02-02,2021-02-05,37.77,396.62,10.5,7,No
394,6,2,3,12,2021-01-28,2021-02-01,2021-01-31,177.51,1237.55,6.97,3,Si
395,1,1,3,10,2021-01-27,2021-01-31,2021-01-30,46.71,450.26,9.64,3,Si
396,3,1,3,1,2021-01-27,2021-01-31,2021-02-01,6.64,271.48,40.89,5,No
397,2,1,3,3,2021-01-30,2021-02-03,2021-02-05,11.56,272.64,23.58,6,No
398,2,1,3,9,2021-01-30,2021-02-03,2021-02-03,49.52,519.38,10.49,4,Si
399,5,2,3,1,2021-01-29,2021-02-02,2021-01-31,162.52,1056.34,6.5,2,Si
400,2,1,3,11,2021-01-28,2021-02-01,2021-01-31,12.2,276.8,22.69,3,Si
401,2,1,3,14,2021-01-29,2021-02-02,2021-01-31,15.34,297.21,19.37,2,Si
402,3,1,3,1,2021-01-28,2021-02-01,2021-01-30,49.95,574.65,11.5,2,Si
403,2,1,3,1,2021-01-28,2021-02-01,2021-02-02,20.38,329.97,16.19,5,No
404,2,1,3,14,2021-01-29,2021-02-02,2021-02-01,41.26,465.69,11.29,3,Si
405,2,1,1,6,2021-01-28,2021-02-01,,16.6,305.4,18.4,0,Pendiente
406,2,1,3,11,2021-01-28,2021-02-01,2021-01-31,14.97,294.81,19.69,3,Si
407,3,1,1,14,2021-01-28,2021-02-01,,6.81,272.67,40.04,0,Pendiente
408,2,1,3,2,2021-01-29,2021-02-02,2021-01-31,47.53,506.44,10.66,2,Si
409,3,1,3,15,2021-01-30,2021-02-03,2021-02-03,26.07,407.49,15.63,4,Si
410,6,2,3,14,2021-01-28,2021-02-01,2021-02-02,65.62,678.1,10.33,5,No
411,3,1,3,12,2021-01-29,2021-02-02,2021-02-05,32.61,453.27,13.9,7,No
412,3,1,3,2,2021-01-28,2021-02-01,2021-01-31,21.0,372.0,17.71,3,Si
413,3,1,3,14,2021-01-28,2021-02-01,2021-01-30,18.62,355.34,19.08,2,Si
414,3,1,3,7,2021-01-28,2021-02-01,2021-01-30,16.76,342.32,20.42,2,Si
415,6,2,1,1,2021-01-29,2021-02-02,,260.05,1650.25,6.35,0,Pendiente
416,1,1,3,11,2021-01-28,2021-02-01,2021-02-01,9.6,227.6,23.71,4,Si
417,6,2,3,11,2021-01-30,2021-02-03,2021-02-01,225.75,1478.75,6.55,2,Si
418,8,3,3,3,2021-01-31,2021-02-04,2021-02-04,1384.37,3794.05,2.74,4,Si
419,3,1,3,7,2021-01-29,2021-02-02,2021-01-31,44.53,536.71,12.05,2,Si
420,3,1,3,1,2021-01-29,2021-02-02,2021-02-02,17.43,347.01,19.91,4,Si
421,2,1,4,1,2021-01-30,2021-02-03,2021-02-02,19.52,324.38,16.62,3,Si
422,6,2,3,3,2021-01-29,2021-02-02,2021-02-02,148.01,1090.05,7.36,4,Si
423,3,1,3,4,2021-01-30,2021-02-03,2021-02-03,42.4,521.8,12.31,4,Si
424,3,1,3,6,2021-02-01,2021-02-05,2021-02-07,29.11,428.77,14.73,6,No
425,2,1,3,8,2021-02-01,2021-02-05,2021-02-04,9.37,258.4,27.58,3,Si
426,5,2,3,8,2021-02-01,2021-02-05,2021-02-06,61.26,600.67,9.81,5,No
427,8,3,3,2,2021-01-31,2021-02-04,2021-02-04,409.99,1552.98,3.79,4,Si
428,8,3,3,1,2021-02-01,2021-02-05,2021-02-02,1292.22,3582.11,2.77,1,Si
429,3,1,3,12,2021-01-31,2021-02-04,2021-02-07,12.08,309.56,25.63,7,No
430,2,1,4,6,2021-01-30,2021-02-03,2021-02-06,13.82,287.33,20.79,7,No
431,3,1,3,1,2021-01-30,2021-02-03,2021-02-05,5.6,264.2,47.18,6,No
432,3,1,2,10,2021-01-31,2021-02-04,,48.52,564.64,11.64,0,Pendiente
433,1,1,3,6,2021-02-01,2021-02-05,2021-02-07,41.95,421.7,10.05,6,No
434,3,1,3,7,2021-01-31,2021-02-04,2021-02-02,19.77,363.39,18.38,2,Si
435,4,2,4,15,2021-02-01,2021-02-05,2021-02-03,56.85,527.4,9.28,2,Si
436,1,1,2,4,2021-02-02,2021-02-06,,28.02,338.12,12.07,0,Pendiente
437,2,1,2,14,2021-02-02,2021-02-06,,14.69,292.99,19.94,0,Pendiente
438,2,1,3,1,2021-02-02,2021-02-06,2021-02-06,14.91,294.42,19.75,4,Si
439,3,1,3,8,2021-02-01,2021-02-05,2021-02-03,27.15,415.05,15.29,2,Si
440,1,1,3,1,2021-01-31,2021-02-04,2021-02-07,6.44,208.64,32.4,7,No
441,1,1,3,14,2021-01-31,2021-02-04,2021-02-03,24.26,315.56,13.01,3,Si
442,3,1,3,8,2021-01-31,2021-02-04,2021-02-06,6.52,270.64,41.51,6,No
443,5,2,4,8,2021-02-02,2021-02-06,2021-02-06,268.97,1535.37,5.71,4,Si
444,3,1,3,12,2021-02-01,2021-02-05,2021-02-08,18.37,353.59,19.25,7,No
445,3,1,3,3,2021-02-02,2021-02-06,2021-02-03,7.3,276.1,37.82,1,Si
446,2,1,3,11,2021-02-01,2021-02-05,2021-02-05,36.42,434.23,11.92,4,Si
447,1,1,2,13,2021-01-31,2021-02-04,,41.06,416.36,10.14,0,Pendiente
448,1,1,3,4,2021-01-31,2021-02-04,2021-02-02,17.87,277.22,15.51,2,Si
449,3,1,3,4,2021-02-02,2021-02-06,2021-02-08,43.45,529.15,12.18,6,No
450,1,1,3,11,2021-02-02,2021-02-06,2021-02-05,28.57,341.42,11.95,3,Si
451,6,2,3,6,2021-02-01,2021-02-05,2021-02-02,133.39,1016.95,7.62,1,Si
452,3,1,3,15,2021-02-01,2021-02-05,2021-02-07,15.31,332.17,21.7,6,No
453,3,1,3,11,2021-02-03,2021-02-07,2021-02-08,11.71,306.97,26.21,5,No
454,2,1,3,1,2021-02-02,2021-02-06,2021-02-04,20.21,328.87,16.27,2,Si
455,3,1,3,13,2021-02-03,2021-02-07,2021-02-08,17.63,348.41,19.76,5,No
456,3,1,3,3,2021-02-01,2021-02-05,2021-02-07,23.8,391.6,16.45,6,No
457,3,1,3,8,2021-02-03,2021-02-07,2021-02-08,18.34,353.38,19.27,5,No
458,2,1,3,7,2021-02-02,2021-02-06,2021-02-07,45.92,495.98,10.8,5,No
459,2,1,2,7,2021-02-02,2021-02-06,,47.47,506.06,10.66,0,Pendiente
460,1,1,3,7,2021-02-03,2021-02-07,2021-02-08,11.93,241.58,20.25,5,No
461,3,1,3,6,2021-02-01,2021-02-05,2021-02-08,22.23,380.61,17.12,7,No
462,3,1,3,2,2021-02-03,2021-02-07,2021-02-05,15.85,335.95,21.2,2,Si
463,1,1,3,6,2021-02-02,2021-02-06,2021-02-08,10.92,235.52,21.57,6,No
464,3,1,3,6,2021-02-03,2021-02-07,2021-02-07,35.0,470.0,13.43,4,Si
465,3,1,3,11,2021-02-04,2021-02-08,2021-02-10,37.72,489.04,12.97,6,No
466,2,1,3,4,2021-02-03,2021-02-07,2021-02-08,10.41,265.17,25.47,5,No
467,3,1,3,4,2021-02-04,2021-02-08,2021-02-09,8.3,283.1,34.11,5,No
468,3,1,3,15,2021-02-02,2021-02-06,2021-02-07,5.1,260.7,51.12,5,No
469,3,1,3,6,2021-02-02,2021-02-06,2021-02-04,18.48,354.36,19.18,2,Si
470,2,1,3,12,2021-02-04,2021-02-08,2021-02-06,20.21,328.87,16.27,2,Si
471,2,1,3,6,2021-02-02,2021-02-06,2021-02-07,36.45,434.43,11.92,5,No
472,3,1,3,11,2021-02-04,2021-02-08,2021-02-06,40.12,505.84,12.61,2,Si
473,8,3,3,2,2021-02-03,2021-02-07,2021-02-06,1129.4,3207.62,2.84,3,Si
474,2,1,4,1,2021-02-04,2021-02-08,2021-02-06,47.14,503.91,10.69,2,Si
475,7,3,3,1,2021-02-03,2021-02-07,2021-02-10,745.96,2091.92,2.8,7,No
476,2,1,3,1,2021-02-04,2021-02-08,2021-02-11,47.73,507.75,10.64,7,No
477,2,1,3,15,2021-02-04,2021-02-08,2021-02-05,15.78,300.07,19.02,1,Si
478,3,1,4,1,2021-02-04,2021-02-08,2021-02-07,20.73,370.11,17.85,3,Si
479,2,1,3,15,2021-02-04,2021-02-08,2021-02-05,40.17,458.61,11.42,1,Si
480,8,3,3,6,2021-02-03,2021-02-07,2021-02-08,661.9,2132.37,3.22,5,No
481,4,2,3,7,2021-02-03,2021-02-07,2021-02-10,229.12,1216.48,5.31,7,No
482,3,1,3,12,2021-02-05,2021-02-09,2021-02-08,6.0,267.0,44.5,3,Si
483,1,1,3,13,2021-02-05,2021-02-09,2021-02-08,37.24,393.44,10.56,3,Si
484,3,1,3,8,2021-02-04,2021-02-08,2021-02-05,23.89,392.23,16.42,1,Si
485,3,1,1,3,2021-02-03,2021-02-07,,32.44,452.08,13.94,0,Pendiente
486,5,2,3,11,2021-02-05,2021-02-09,2021-02-10,245.06,1427.77,5.83,5,No
487,3,1,3,14,2021-02-03,2021-02-07,2021-02-08,14.66,327.62,22.35,5,No
488,2,1,3,11,2021-02-05,2021-02-09,2021-02-12,11.33,271.14,23.93,7,No
489,1,1,3,6,2021-02-03,2021-02-07,2021-02-10,26.61,329.66,12.39,7,No
490,1,1,3,8,2021-02-03,2021-02-07,2021-02-08,19.01,284.06,14.94,5,No
491,3,1,3,6,2021-02-04,2021-02-08,2021-02-10,30.31,437.17,14.42,6,No
492,2,1,3,4,2021-02-04,2021-02-08,2021-02-08,6.53,239.94,36.74,4,Si
493,3,1,3,3,2021-02-06,2021-02-10,2021-02-07,34.05,463.35,13.61,1,Si
494,1,1,3,7,2021-02-04,2021-02-08,2021-02-08,12.33,243.98,19.79,4,Si
495,3,1,3,12,2021-02-05,2021-02-09,2021-02-07,11.19,303.33,27.11,2,Si
496,5,2,3,13,2021-02-04,2021-02-08,2021-02-09,295.92,1656.64,5.6,5,No
497,2,1,3,12,2021-02-06,2021-02-10,2021-02-11,17.22,309.43,17.97,5,No
498,1,1,3,4,2021-02-06,2021-02-10,2021-02-08,23.97,313.82,13.09,2,Si
499,1,1,3,2,2021-02-05,2021-02-09,2021-02-07,38.34,400.04,10.43,2,Si
500,3,1,3,4,2021-02-05,2021-02-09,2021-02-12,13.48,319.36,23.69,7,No
501,1,1,2,6,2021-02-05,2021-02-09,,8.56,221.36,25.86,0,Pendiente
502,1,1,1,10,2021-02-06,2021-02-10,,40.46,412.76,10.2,0,Pendiente
503,2,1,3,7,2021-02-06,2021-02-10,2021-02-10,40.38,459.97,11.39,4,Si
504,3,1,3,11,2021-02-04,2021-02-08,2021-02-11,8.66,285.62,32.98,7,No
505,1,1,4,8,2021-02-07,2021-02-11,2021-02-12,47.91,457.46,9.55,5,No
506,3,1,3,6,2021-02-07,2021-02-11,2021-02-13,23.7,390.9,16.49,6,No
507,3,1,3,11,2021-02-07,2021-02-11,2021-02-09,41.67,516.69,12.4,2,Si
508,2,1,3,12,2021-02-05,2021-02-09,2021-02-12,9.71,260.62,26.84,7,No
509,5,2,3,6,2021-02-05,2021-02-09,2021-02-07,132.97,923.37,6.94,2,Si
510,6,2,3,1,2021-02-07,2021-02-11,2021-02-13,99.59,847.95,8.51,6,No
511,3,1,3,15,2021-02-07,2021-02-11,2021-02-11,5.06,260.42,51.47,4,Si
512,2,1,1,1,2021-02-07,2021-02-11,,6.43,239.29,37.21,0,Pendiente
513,3,1,3,6,2021-02-06,2021-02-10,2021-02-10,22.35,381.45,17.07,4,Si
514,4,2,3,13,2021-02-07,2021-02-11,2021-02-08,258.93,1335.72,5.16,1,Si
515,2,1,3,15,2021-02-05,2021-02-09,2021-02-12,28.05,379.83,13.54,7,No
516,1,1,3,14,2021-02-06,2021-02-10,2021-02-10,19.24,285.44,14.84,4,Si
517,2,1,3,2,2021-02-07,2021-02-11,2021-02-10,40.01,457.56,11.44,3,Si
518,8,3,3,4,2021-02-05,2021-02-09,2021-02-12,775.05,2392.61,3.09,7,No
519,1,1,3,5,2021-02-07,2021-02-11,2021-02-09,32.1,362.6,11.3,2,Si
520,1,1,3,6,2021-02-05,2021-02-09,2021-02-08,39.51,407.06,10.3,3,Si
521,3,1,3,13,2021-02-07,2021-02-11,2021-02-13,30.04,435.28,14.49,6,No
522,4,2,3,1,2021-02-07,2021-02-11,2021-02-08,79.61,618.44,7.77,1,Si
523,2,1,3,14,2021-02-07,2021-02-11,2021-02-11,26.97,372.81,13.82,4,Si
524,6,2,3,11,2021-02-06,2021-02-10,2021-02-09,277.35,1736.75,6.26,3,Si
525,3,1,3,8,2021-02-06,2021-02-10,2021-02-07,42.69,523.83,12.27,1,Si
526,2,1,3,11,2021-02-06,2021-02-10,2021-02-08,24.86,359.09,14.44,2,Si
527,3,1,3,8,2021-02-07,2021-02-11,2021-02-11,23.85,391.95,16.43,4,Si
528,5,2,3,14,2021-02-08,2021-02-12,2021-02-10,74.94,662.23,8.84,2,Si
529,3,1,3,6,2021-02-07,2021-02-11,2021-02-11,28.57,424.99,14.88,4,Si
530,1,1,3,6,2021-02-07,2021-02-11,2021-02-11,11.46,238.76,20.83,4,Si
531,6,2,3,15,2021-02-08,2021-02-12,2021-02-14,179.31,1246.55,6.95,6,No
532,1,1,3,4,2021-02-08,2021-02-12,2021-02-14,32.66,365.96,11.21,6,No
533,6,2,3,13,2021-02-06,2021-02-10,2021-02-10,108.82,894.1,8.22,4,Si
534,3,1,3,4,2021-02-07,2021-02-11,2021-02-09,43.4,528.8,12.18,2,Si
535,1,1,3,14,2021-02-07,2021-02-11,2021-02-14,18.04,278.24,15.42,7,No
536,1,1,1,5,2021-02-08,2021-02-12,,22.7,306.2,13.49,0,Pendiente
537,2,1,3,15,2021-02-07,2021-02-11,2021-02-12,41.94,470.11,11.21,5,No
538,3,1,2,8,2021-02-09,2021-02-13,,49.11,568.77,11.58,0,Pendiente
539,1,1,4,1,2021-02-07,2021-02-11,2021-02-09,46.34,448.04,9.67,2,Si
540,8,3,3,13,2021-02-07,2021-02-11,2021-02-10,542.4,1857.52,3.42,3,Si
541,1,1,3,2,2021-02-09,2021-02-13,2021-02-14,5.91,205.46,34.76,5,No
542,6,2,2,8,2021-02-09,2021-02-13,,215.4,1427.0,6.62,0,Pendiente
543,3,1,3,7,2021-02-07,2021-02-11,2021-02-09,31.66,446.62,14.11,2,Si
544,3,1,3,6,2021-02-08,2021-02-12,2021-02-15,5.87,266.09,45.33,7,No
545,1,1,2,14,2021-02-09,2021-02-13,,36.16,386.96,10.7,0,Pendiente
546,2,1,3,5,2021-02-09,2021-02-13,2021-02-15,24.43,356.3,14.58,6,No
547,3,1,3,7,2021-02-08,2021-02-12,2021-02-10,48.6,565.2,11.63,2,Si
548,2,1,4,4,2021-02-07,2021-02-11,2021-02-12,25.63,364.1,14.21,5,No
549,2,1,4,2,2021-02-08,2021-02-12,2021-02-10,41.18,465.17,11.3,2,Si
550,1,1,3,10,2021-02-10,2021-02-14,2021-02-17,19.72,288.32,14.62,7,No
551,4,2,3,8,2021-02-09,2021-02-13,2021-02-12,272.71,1390.84,5.1,3,Si
552,3,1,3,9,2021-02-08,2021-02-12,2021-02-09,21.62,376.34,17.41,1,Si
553,3,1,3,2,2021-02-08,2021-02-12,2021-02-10,5.5,263.5,47.91,2,Si
554,2,1,3,13,2021-02-09,2021-02-13,2021-02-15,47.04,503.26,10.7,6,No
555,3,1,2,4,2021-02-08,2021-02-12,,49.58,572.06,11.54,0,Pendiente
556,1,1,3,8,2021-02-10,2021-02-14,2021-02-14,13.03,248.18,19.05,4,Si
557,1,1,3,4,2021-02-10,2021-02-14,2021-02-16,6.72,210.32,31.3,6,No
558,2,1,3,4,2021-02-08,2021-02-12,2021-02-14,37.19,439.24,11.81,6,No
559,2,1,3,14,2021-02-09,2021-02-13,2021-02-13,19.8,326.2,16.47,4,Si
560,3,1,3,6,2021-02-09,2021-02-13,2021-02-15,39.59,502.13,12.68,6,No
561,1,1,3,9,2021-02-08,2021-02-12,2021-02-12,49.3,465.8,9.45,4,Si
562,1,1,3,1,2021-02-10,2021-02-14,2021-02-11,5.93,205.58,34.67,1,Si
563,2,1,3,6,2021-02-09,2021-02-13,2021-02-11,34.61,422.47,12.21,2,Si
564,3,1,3,6,2021-02-11,2021-02-15,2021-02-18,46.41,549.87,11.85,7,No
565,2,1,3,6,2021-02-09,2021-02-13,2021-02-13,46.41,499.16,10.76,4,Si
566,5,2,3,6,2021-02-10,2021-02-14,2021-02-12,200.24,1226.08,6.12,2,Si
567,5,2,3,12,2021-02-10,2021-02-14,2021-02-13,152.37,1010.66,6.63,3,Si
568,8,3,3,11,2021-02-10,2021-02-14,2021-02-16,896.59,2672.16,2.98,6,No
569,1,1,3,3,2021-02-11,2021-02-15,2021-02-18,18.3,279.8,15.29,7,No
570,3,1,3,13,2021-02-11,2021-02-15,2021-02-14,11.59,306.13,26.41,3,Si
571,2,1,3,15,2021-02-11,2021-02-15,2021-02-15,29.85,391.52,13.12,4,Si
572,7,3,3,3,2021-02-09,2021-02-13,2021-02-15,1213.06,3026.12,2.49,6,No
573,3,1,3,6,2021-02-09,2021-02-13,2021-02-14,43.31,528.17,12.2,5,No
574,5,2,3,1,2021-02-09,2021-02-13,2021-02-13,248.72,1444.24,5.81,4,Si
575,3,1,3,14,2021-02-10,2021-02-14,2021-02-15,28.9,427.3,14.79,5,No
576,7,3,3,2,2021-02-10,2021-02-14,2021-02-15,1429.39,3458.78,2.42,5,No
577,4,2,1,12,2021-02-09,2021-02-13,,195.83,1083.32,5.53,0,Pendiente
578,1,1,3,4,2021-02-11,2021-02-15,2021-02-12,26.18,327.08,12.49,1,Si
579,1,1,3,1,2021-02-10,2021-02-14,2021-02-15,48.78,462.68,9.49,5,No
580,1,1,3,14,2021-02-12,2021-02-16,2021-02-18,35.04,380.24,10.85,6,No
